service_id,date,exception_type
MISTO_NscolL-Vurb,20230707,1
MISTO_NscolL-Vurb,20230710,1
MISTO_NscolL-Vurb,20230711,1
MISTO_NscolL-Vurb,20230712,1
MISTO_NscolL-Vurb,20230713,1
MISTO_NscolL-Vurb,20230714,1
MISTO_NscolL-Vurb,20230717,1
MISTO_NscolL-Vurb,20230718,1
MISTO_NscolL-Vurb,20230719,1
MISTO_NscolL-Vurb,20230720,1
MISTO_NscolL-Vurb,20230721,1
MISTO_NscolL-Vurb,20230724,1
MISTO_NscolL-Vurb,20230725,1
MISTO_NscolL-Vurb,20230726,1
MISTO_NscolL-Vurb,20230727,1
MISTO_NscolL-Vurb,20230728,1
MISTO_NscolL-Vurb,20230828,1
MISTO_NscolL-Vurb,20230829,1
MISTO_NscolL-Vurb,20230830,1
MISTO_NscolL-Vurb,20230831,1
MISTO_NscolL-Vurb,20230901,1
MISTO_NscolL-Vurb,20230904,1
MISTO_NscolL-Vurb,20230905,1
MISTO_NscolL-Vurb,20230906,1
MISTO_NscolL-Vurb,20230907,1
MISTO_NscolL-Vurb,20230908,1
MISTO_NscolL-Vurb,20230911,1
MISTO_NscolL-Vurb,20230912,1
MISTO_NscolL-Vurb,20230913,1
MISTO_NscolL-Vurb,20230914,1
MISTO_NscolL-Vurb,20230915,1
MISTO_NscolL-Vurb,20231102,1
MISTO_NscolLMeGS,20230406,1
MISTO_NscolLMeGS,20230408,1
MISTO_NscolLMeGS,20230608,1
MISTO_NscolLMeGS,20230610,1
MISTO_NscolLMeGS,20230612,1
MISTO_NscolLMeGS,20230614,1
MISTO_NscolLMeGS,20230615,1
MISTO_NscolLMeGS,20230617,1
MISTO_NscolLMeGS,20230619,1
MISTO_NscolLMeGS,20230621,1
MISTO_NscolLMeGS,20230622,1
MISTO_NscolLMeGS,20230624,1
MISTO_NscolLMeGS,20230626,1
MISTO_NscolLMeGS,20230628,1
MISTO_NscolLMeGS,20230629,1
MISTO_NscolLMeGS,20230701,1
MISTO_NscolLMeGS,20230703,1
MISTO_NscolLMeGS,20230705,1
MISTO_NscolLMeGS,20230706,1
MISTO_NscolLMeGS,20230708,1
MISTO_NscolLMeGS,20230710,1
MISTO_NscolLMeGS,20230712,1
MISTO_NscolLMeGS,20230713,1
MISTO_NscolLMeGS,20230715,1
MISTO_NscolLMeGS,20230717,1
MISTO_NscolLMeGS,20230719,1
MISTO_NscolLMeGS,20230720,1
MISTO_NscolLMeGS,20230722,1
MISTO_NscolLMeGS,20230724,1
MISTO_NscolLMeGS,20230726,1
MISTO_NscolLMeGS,20230727,1
MISTO_NscolLMeGS,20230729,1
MISTO_NscolLMeGS,20230731,1
MISTO_NscolLMeGS,20230802,1
MISTO_NscolLMeGS,20230803,1
MISTO_NscolLMeGS,20230805,1
MISTO_NscolLMeGS,20230807,1
MISTO_NscolLMeGS,20230809,1
MISTO_NscolLMeGS,20230810,1
MISTO_NscolLMeGS,20230812,1
MISTO_NscolLMeGS,20230814,1
MISTO_NscolLMeGS,20230816,1
MISTO_NscolLMeGS,20230817,1
MISTO_NscolLMeGS,20230819,1
MISTO_NscolLMeGS,20230821,1
MISTO_NscolLMeGS,20230823,1
MISTO_NscolLMeGS,20230824,1
MISTO_NscolLMeGS,20230826,1
MISTO_NscolLMeGS,20230828,1
MISTO_NscolLMeGS,20230830,1
MISTO_NscolLMeGS,20230831,1
MISTO_NscolLMeGS,20230902,1
MISTO_NscolLMeGS,20230904,1
MISTO_NscolLMeGS,20230906,1
MISTO_NscolLMeGS,20230907,1
MISTO_NscolLMeGS,20230909,1
MISTO_NscolLMeGS,20230911,1
MISTO_NscolLMeGS,20230913,1
MISTO_NscolLMeGS,20230914,1
MISTO_NscolLMeGS,20230916,1
MISTO_NscolLMeGS,20231102,1
MISTO_NscolLMeGS,20231227,1
MISTO_NscolLMeGS,20231228,1
MISTO_NscolLMeGS,20231230,1
MISTO_NscolSurb,20230408,1
MISTO_NscolSurb,20230610,1
MISTO_NscolSurb,20230617,1
MISTO_NscolSurb,20230624,1
MISTO_NscolSurb,20230701,1
MISTO_NscolSurb,20230708,1
MISTO_NscolSurb,20230715,1
MISTO_NscolSurb,20230722,1
MISTO_NscolSurb,20230729,1
MISTO_NscolSurb,20230902,1
MISTO_NscolSurb,20230909,1
MISTO_NscolSurb,20230916,1
MISTO_ScolL-S,20230412,1
MISTO_ScolL-S,20230413,1
MISTO_ScolL-S,20230414,1
MISTO_ScolL-S,20230415,1
MISTO_ScolL-S,20230417,1
MISTO_ScolL-S,20230418,1
MISTO_ScolL-S,20230419,1
MISTO_ScolL-S,20230420,1
MISTO_ScolL-S,20230421,1
MISTO_ScolL-S,20230422,1
MISTO_ScolL-S,20230424,1
MISTO_ScolL-S,20230426,1
MISTO_ScolL-S,20230427,1
MISTO_ScolL-S,20230428,1
MISTO_ScolL-S,20230429,1
MISTO_ScolL-S,20230502,1
MISTO_ScolL-S,20230503,1
MISTO_ScolL-S,20230504,1
MISTO_ScolL-S,20230505,1
MISTO_ScolL-S,20230506,1
MISTO_ScolL-S,20230508,1
MISTO_ScolL-S,20230509,1
MISTO_ScolL-S,20230510,1
MISTO_ScolL-S,20230511,1
MISTO_ScolL-S,20230512,1
MISTO_ScolL-S,20230513,1
MISTO_ScolL-S,20230515,1
MISTO_ScolL-S,20230516,1
MISTO_ScolL-S,20230517,1
MISTO_ScolL-S,20230518,1
MISTO_ScolL-S,20230519,1
MISTO_ScolL-S,20230520,1
MISTO_ScolL-S,20230522,1
MISTO_ScolL-S,20230523,1
MISTO_ScolL-S,20230524,1
MISTO_ScolL-S,20230525,1
MISTO_ScolL-S,20230526,1
MISTO_ScolL-S,20230527,1
MISTO_ScolL-S,20230529,1
MISTO_ScolL-S,20230530,1
MISTO_ScolL-S,20230531,1
MISTO_ScolL-S,20230601,1
MISTO_ScolL-S,20230603,1
MISTO_ScolL-S,20230605,1
MISTO_ScolL-S,20230606,1
MISTO_ScolL-S,20230607,1
MISTO_ScolL-S,20230918,1
MISTO_ScolL-S,20230919,1
MISTO_ScolL-S,20230920,1
MISTO_ScolL-S,20230921,1
MISTO_ScolL-S,20230922,1
MISTO_ScolL-S,20230923,1
MISTO_ScolL-S,20230925,1
MISTO_ScolL-S,20230926,1
MISTO_ScolL-S,20230927,1
MISTO_ScolL-S,20230928,1
MISTO_ScolL-S,20230929,1
MISTO_ScolL-S,20230930,1
MISTO_ScolL-S,20231002,1
MISTO_ScolL-S,20231003,1
MISTO_ScolL-S,20231004,1
MISTO_ScolL-S,20231005,1
MISTO_ScolL-S,20231006,1
MISTO_ScolL-S,20231007,1
MISTO_ScolL-S,20231009,1
MISTO_ScolL-S,20231010,1
MISTO_ScolL-S,20231011,1
MISTO_ScolL-S,20231012,1
MISTO_ScolL-S,20231013,1
MISTO_ScolL-S,20231014,1
MISTO_ScolL-S,20231016,1
MISTO_ScolL-S,20231017,1
MISTO_ScolL-S,20231018,1
MISTO_ScolL-S,20231019,1
MISTO_ScolL-S,20231020,1
MISTO_ScolL-S,20231021,1
MISTO_ScolL-S,20231023,1
MISTO_ScolL-S,20231024,1
MISTO_ScolL-S,20231025,1
MISTO_ScolL-S,20231026,1
MISTO_ScolL-S,20231027,1
MISTO_ScolL-S,20231028,1
MISTO_ScolL-S,20231030,1
MISTO_ScolL-S,20231031,1
MISTO_ScolL-S,20231103,1
MISTO_ScolL-S,20231104,1
MISTO_ScolL-S,20231106,1
MISTO_ScolL-S,20231107,1
MISTO_ScolL-S,20231108,1
MISTO_ScolL-S,20231109,1
MISTO_ScolL-S,20231110,1
MISTO_ScolL-S,20231111,1
MISTO_ScolL-S,20231113,1
MISTO_ScolL-S,20231114,1
MISTO_ScolL-S,20231115,1
MISTO_ScolL-S,20231116,1
MISTO_ScolL-S,20231117,1
MISTO_ScolL-S,20231118,1
MISTO_ScolL-S,20231120,1
MISTO_ScolL-S,20231121,1
MISTO_ScolL-S,20231122,1
MISTO_ScolL-S,20231123,1
MISTO_ScolL-S,20231124,1
MISTO_ScolL-S,20231125,1
MISTO_ScolL-S,20231127,1
MISTO_ScolL-S,20231128,1
MISTO_ScolL-S,20231129,1
MISTO_ScolL-S,20231130,1
MISTO_ScolL-S,20231201,1
MISTO_ScolL-S,20231202,1
MISTO_ScolL-S,20231204,1
MISTO_ScolL-S,20231205,1
MISTO_ScolL-S,20231206,1
MISTO_ScolL-S,20231207,1
MISTO_ScolL-S,20231209,1
MISTO_ScolL-S,20231211,1
MISTO_ScolL-S,20231212,1
MISTO_ScolL-S,20231213,1
MISTO_ScolL-S,20231214,1
MISTO_ScolL-S,20231215,1
MISTO_ScolL-S,20231216,1
MISTO_ScolL-S,20231218,1
MISTO_ScolL-S,20231219,1
MISTO_ScolL-S,20231220,1
MISTO_ScolL-S,20231221,1
MISTO_ScolL-S,20231222,1
MISTO_ScolL-S,20231223,1
MISTO_ScolL-V,20230412,1
MISTO_ScolL-V,20230413,1
MISTO_ScolL-V,20230414,1
MISTO_ScolL-V,20230417,1
MISTO_ScolL-V,20230418,1
MISTO_ScolL-V,20230419,1
MISTO_ScolL-V,20230420,1
MISTO_ScolL-V,20230421,1
MISTO_ScolL-V,20230424,1
MISTO_ScolL-V,20230426,1
MISTO_ScolL-V,20230427,1
MISTO_ScolL-V,20230428,1
MISTO_ScolL-V,20230502,1
MISTO_ScolL-V,20230503,1
MISTO_ScolL-V,20230504,1
MISTO_ScolL-V,20230505,1
MISTO_ScolL-V,20230508,1
MISTO_ScolL-V,20230509,1
MISTO_ScolL-V,20230510,1
MISTO_ScolL-V,20230511,1
MISTO_ScolL-V,20230512,1
MISTO_ScolL-V,20230515,1
MISTO_ScolL-V,20230516,1
MISTO_ScolL-V,20230517,1
MISTO_ScolL-V,20230518,1
MISTO_ScolL-V,20230519,1
MISTO_ScolL-V,20230522,1
MISTO_ScolL-V,20230523,1
MISTO_ScolL-V,20230524,1
MISTO_ScolL-V,20230525,1
MISTO_ScolL-V,20230526,1
MISTO_ScolL-V,20230529,1
MISTO_ScolL-V,20230530,1
MISTO_ScolL-V,20230531,1
MISTO_ScolL-V,20230601,1
MISTO_ScolL-V,20230605,1
MISTO_ScolL-V,20230606,1
MISTO_ScolL-V,20230607,1
MISTO_ScolL-V,20230901,1
MISTO_ScolL-V,20230904,1
MISTO_ScolL-V,20230905,1
MISTO_ScolL-V,20230906,1
MISTO_ScolL-V,20230907,1
MISTO_ScolL-V,20230908,1
MISTO_ScolL-V,20230911,1
MISTO_ScolL-V,20230912,1
MISTO_ScolL-V,20230913,1
MISTO_ScolL-V,20230914,1
MISTO_ScolL-V,20230915,1
MISTO_ScolL-V,20230918,1
MISTO_ScolL-V,20230919,1
MISTO_ScolL-V,20230920,1
MISTO_ScolL-V,20230921,1
MISTO_ScolL-V,20230922,1
MISTO_ScolL-V,20230925,1
MISTO_ScolL-V,20230926,1
MISTO_ScolL-V,20230927,1
MISTO_ScolL-V,20230928,1
MISTO_ScolL-V,20230929,1
MISTO_ScolL-V,20231002,1
MISTO_ScolL-V,20231003,1
MISTO_ScolL-V,20231004,1
MISTO_ScolL-V,20231005,1
MISTO_ScolL-V,20231006,1
MISTO_ScolL-V,20231009,1
MISTO_ScolL-V,20231010,1
MISTO_ScolL-V,20231011,1
MISTO_ScolL-V,20231012,1
MISTO_ScolL-V,20231013,1
MISTO_ScolL-V,20231016,1
MISTO_ScolL-V,20231017,1
MISTO_ScolL-V,20231018,1
MISTO_ScolL-V,20231019,1
MISTO_ScolL-V,20231020,1
MISTO_ScolL-V,20231023,1
MISTO_ScolL-V,20231024,1
MISTO_ScolL-V,20231025,1
MISTO_ScolL-V,20231026,1
MISTO_ScolL-V,20231027,1
MISTO_ScolL-V,20231030,1
MISTO_ScolL-V,20231031,1
MISTO_ScolL-V,20231103,1
MISTO_ScolL-V,20231106,1
MISTO_ScolL-V,20231107,1
MISTO_ScolL-V,20231108,1
MISTO_ScolL-V,20231109,1
MISTO_ScolL-V,20231110,1
MISTO_ScolL-V,20231113,1
MISTO_ScolL-V,20231114,1
MISTO_ScolL-V,20231115,1
MISTO_ScolL-V,20231116,1
MISTO_ScolL-V,20231117,1
MISTO_ScolL-V,20231120,1
MISTO_ScolL-V,20231121,1
MISTO_ScolL-V,20231122,1
MISTO_ScolL-V,20231123,1
MISTO_ScolL-V,20231124,1
MISTO_ScolL-V,20231127,1
MISTO_ScolL-V,20231128,1
MISTO_ScolL-V,20231129,1
MISTO_ScolL-V,20231130,1
MISTO_ScolL-V,20231201,1
MISTO_ScolL-V,20231204,1
MISTO_ScolL-V,20231205,1
MISTO_ScolL-V,20231206,1
MISTO_ScolL-V,20231207,1
MISTO_ScolL-V,20231211,1
MISTO_ScolL-V,20231212,1
MISTO_ScolL-V,20231213,1
MISTO_ScolL-V,20231214,1
MISTO_ScolL-V,20231215,1
MISTO_ScolL-V,20231218,1
MISTO_ScolL-V,20231219,1
MISTO_ScolL-V,20231220,1
MISTO_ScolL-V,20231221,1
MISTO_ScolL-V,20231222,1
MISTO_ScolLMeGS,20230412,1
MISTO_ScolLMeGS,20230413,1
MISTO_ScolLMeGS,20230415,1
MISTO_ScolLMeGS,20230417,1
MISTO_ScolLMeGS,20230419,1
MISTO_ScolLMeGS,20230420,1
MISTO_ScolLMeGS,20230422,1
MISTO_ScolLMeGS,20230424,1
MISTO_ScolLMeGS,20230426,1
MISTO_ScolLMeGS,20230427,1
MISTO_ScolLMeGS,20230429,1
MISTO_ScolLMeGS,20230503,1
MISTO_ScolLMeGS,20230504,1
MISTO_ScolLMeGS,20230506,1
MISTO_ScolLMeGS,20230508,1
MISTO_ScolLMeGS,20230510,1
MISTO_ScolLMeGS,20230511,1
MISTO_ScolLMeGS,20230513,1
MISTO_ScolLMeGS,20230515,1
MISTO_ScolLMeGS,20230517,1
MISTO_ScolLMeGS,20230518,1
MISTO_ScolLMeGS,20230520,1
MISTO_ScolLMeGS,20230522,1
MISTO_ScolLMeGS,20230524,1
MISTO_ScolLMeGS,20230525,1
MISTO_ScolLMeGS,20230527,1
MISTO_ScolLMeGS,20230529,1
MISTO_ScolLMeGS,20230531,1
MISTO_ScolLMeGS,20230601,1
MISTO_ScolLMeGS,20230603,1
MISTO_ScolLMeGS,20230605,1
MISTO_ScolLMeGS,20230607,1
MISTO_ScolLMeGS,20230918,1
MISTO_ScolLMeGS,20230920,1
MISTO_ScolLMeGS,20230921,1
MISTO_ScolLMeGS,20230923,1
MISTO_ScolLMeGS,20230925,1
MISTO_ScolLMeGS,20230927,1
MISTO_ScolLMeGS,20230928,1
MISTO_ScolLMeGS,20230930,1
MISTO_ScolLMeGS,20231002,1
MISTO_ScolLMeGS,20231004,1
MISTO_ScolLMeGS,20231005,1
MISTO_ScolLMeGS,20231007,1
MISTO_ScolLMeGS,20231009,1
MISTO_ScolLMeGS,20231011,1
MISTO_ScolLMeGS,20231012,1
MISTO_ScolLMeGS,20231014,1
MISTO_ScolLMeGS,20231016,1
MISTO_ScolLMeGS,20231018,1
MISTO_ScolLMeGS,20231019,1
MISTO_ScolLMeGS,20231021,1
MISTO_ScolLMeGS,20231023,1
MISTO_ScolLMeGS,20231025,1
MISTO_ScolLMeGS,20231026,1
MISTO_ScolLMeGS,20231028,1
MISTO_ScolLMeGS,20231030,1
MISTO_ScolLMeGS,20231102,1
MISTO_ScolLMeGS,20231104,1
MISTO_ScolLMeGS,20231106,1
MISTO_ScolLMeGS,20231108,1
MISTO_ScolLMeGS,20231109,1
MISTO_ScolLMeGS,20231111,1
MISTO_ScolLMeGS,20231113,1
MISTO_ScolLMeGS,20231115,1
MISTO_ScolLMeGS,20231116,1
MISTO_ScolLMeGS,20231118,1
MISTO_ScolLMeGS,20231120,1
MISTO_ScolLMeGS,20231122,1
MISTO_ScolLMeGS,20231123,1
MISTO_ScolLMeGS,20231125,1
MISTO_ScolLMeGS,20231127,1
MISTO_ScolLMeGS,20231129,1
MISTO_ScolLMeGS,20231130,1
MISTO_ScolLMeGS,20231202,1
MISTO_ScolLMeGS,20231204,1
MISTO_ScolLMeGS,20231206,1
MISTO_ScolLMeGS,20231207,1
MISTO_ScolLMeGS,20231209,1
MISTO_ScolLMeGS,20231211,1
MISTO_ScolLMeGS,20231213,1
MISTO_ScolLMeGS,20231214,1
MISTO_ScolLMeGS,20231216,1
MISTO_ScolLMeGS,20231218,1
MISTO_ScolLMeGS,20231220,1
MISTO_ScolLMeGS,20231221,1
MISTO_ScolLMeGS,20231223,1
MISTO_ScolMaV,20230411,1
MISTO_ScolMaV,20230414,1
MISTO_ScolMaV,20230418,1
MISTO_ScolMaV,20230421,1
MISTO_ScolMaV,20230428,1
MISTO_ScolMaV,20230502,1
MISTO_ScolMaV,20230505,1
MISTO_ScolMaV,20230509,1
MISTO_ScolMaV,20230512,1
MISTO_ScolMaV,20230516,1
MISTO_ScolMaV,20230519,1
MISTO_ScolMaV,20230523,1
MISTO_ScolMaV,20230526,1
MISTO_ScolMaV,20230530,1
MISTO_ScolMaV,20230606,1
MISTO_ScolMaV,20230919,1
MISTO_ScolMaV,20230922,1
MISTO_ScolMaV,20230926,1
MISTO_ScolMaV,20230929,1
MISTO_ScolMaV,20231003,1
MISTO_ScolMaV,20231006,1
MISTO_ScolMaV,20231010,1
MISTO_ScolMaV,20231013,1
MISTO_ScolMaV,20231017,1
MISTO_ScolMaV,20231020,1
MISTO_ScolMaV,20231024,1
MISTO_ScolMaV,20231027,1
MISTO_ScolMaV,20231031,1
MISTO_ScolMaV,20231103,1
MISTO_ScolMaV,20231107,1
MISTO_ScolMaV,20231110,1
MISTO_ScolMaV,20231114,1
MISTO_ScolMaV,20231117,1
MISTO_ScolMaV,20231121,1
MISTO_ScolMaV,20231124,1
MISTO_ScolMaV,20231128,1
MISTO_ScolMaV,20231201,1
MISTO_ScolMaV,20231205,1
MISTO_ScolMaV,20231212,1
MISTO_ScolMaV,20231215,1
MISTO_ScolMaV,20231219,1
MISTO_ScolMaV,20231222,1
MISTO_ScolS,20230415,1
MISTO_ScolS,20230422,1
MISTO_ScolS,20230429,1
MISTO_ScolS,20230506,1
MISTO_ScolS,20230513,1
MISTO_ScolS,20230520,1
MISTO_ScolS,20230527,1
MISTO_ScolS,20230603,1
MISTO_ScolS,20230923,1
MISTO_ScolS,20230930,1
MISTO_ScolS,20231007,1
MISTO_ScolS,20231014,1
MISTO_ScolS,20231021,1
MISTO_ScolS,20231028,1
MISTO_ScolS,20231104,1
MISTO_ScolS,20231111,1
MISTO_ScolS,20231118,1
MISTO_ScolS,20231125,1
MISTO_ScolS,20231202,1
MISTO_ScolS,20231209,1
MISTO_ScolS,20231216,1
MISTO_ScolS,20231223,1
NScolL-S Nuovo CP,20230608,1
NScolL-S Nuovo CP,20230609,1
NScolL-S Nuovo CP,20230610,1
NScolL-S Nuovo CP,20230612,1
NScolL-S Nuovo CP,20230613,1
NScolL-S Nuovo CP,20230614,1
NScolL-S Nuovo CP,20230615,1
NScolL-S Nuovo CP,20230616,1
NScolL-S Nuovo CP,20230617,1
NScolL-S Nuovo CP,20230619,1
NScolL-S Nuovo CP,20230620,1
NScolL-S Nuovo CP,20230621,1
NScolL-S Nuovo CP,20230622,1
NScolL-S Nuovo CP,20230623,1
NScolL-S Nuovo CP,20230624,1
NScolL-S Nuovo CP,20230626,1
NScolL-S Nuovo CP,20230627,1
NScolL-S Nuovo CP,20230628,1
NScolL-S Nuovo CP,20230629,1
NScolL-S Nuovo CP,20230630,1
NScolL-S Nuovo CP,20230701,1
NScolL-S Nuovo CP,20230703,1
NScolL-S Nuovo CP,20230704,1
NScolL-S Nuovo CP,20230705,1
NScolL-S Nuovo CP,20230706,1
NScolL-S Nuovo CP,20230707,1
NScolL-S Nuovo CP,20230708,1
NScolL-S Nuovo CP,20230710,1
NScolL-S Nuovo CP,20230711,1
NScolL-S Nuovo CP,20230712,1
NScolL-S Nuovo CP,20230713,1
NScolL-S Nuovo CP,20230714,1
NScolL-S Nuovo CP,20230715,1
NScolL-S Nuovo CP,20230717,1
NScolL-S Nuovo CP,20230718,1
NScolL-S Nuovo CP,20230719,1
NScolL-S Nuovo CP,20230720,1
NScolL-S Nuovo CP,20230721,1
NScolL-S Nuovo CP,20230722,1
NScolL-S Nuovo CP,20230724,1
NScolL-S Nuovo CP,20230725,1
NScolL-S Nuovo CP,20230726,1
NScolL-S Nuovo CP,20230727,1
NScolL-S Nuovo CP,20230728,1
NScolL-S Nuovo CP,20230729,1
NScolL-S Nuovo CP,20230731,1
NScolL-S Nuovo CP,20230801,1
NScolL-S Nuovo CP,20230802,1
NScolL-S Nuovo CP,20230803,1
NScolL-S Nuovo CP,20230804,1
NScolL-S Nuovo CP,20230805,1
NScolL-S Nuovo CP,20230807,1
NScolL-S Nuovo CP,20230808,1
NScolL-S Nuovo CP,20230809,1
NScolL-S Nuovo CP,20230810,1
NScolL-S Nuovo CP,20230811,1
NScolL-S Nuovo CP,20230812,1
NScolL-S Nuovo CP,20230814,1
NScolL-S Nuovo CP,20230816,1
NScolL-S Nuovo CP,20230817,1
NScolL-S Nuovo CP,20230818,1
NScolL-S Nuovo CP,20230819,1
NScolL-S Nuovo CP,20230821,1
NScolL-S Nuovo CP,20230822,1
NScolL-S Nuovo CP,20230823,1
NScolL-S Nuovo CP,20230824,1
NScolL-S Nuovo CP,20230825,1
NScolL-S Nuovo CP,20230826,1
NScolL-S Nuovo CP,20230828,1
NScolL-S Nuovo CP,20230829,1
NScolL-S Nuovo CP,20230830,1
NScolL-S Nuovo CP,20230831,1
NScolL-S Nuovo CP,20230901,1
NScolL-S Nuovo CP,20230902,1
NScolL-S Nuovo CP,20230904,1
NScolL-S Nuovo CP,20230905,1
NScolL-S Nuovo CP,20230906,1
NScolL-S Nuovo CP,20230907,1
NScolL-S Nuovo CP,20230908,1
NScolL-S Nuovo CP,20230909,1
NScolL-S Nuovo CP,20230911,1
NScolL-S Nuovo CP,20230912,1
NScolL-S Nuovo CP,20230913,1
NScolL-S Nuovo CP,20230914,1
NScolL-S Nuovo CP,20230915,1
NScolL-S Nuovo CP,20230916,1
NScolL-S,20230406,1
NScolL-S,20230407,1
NScolL-S,20230408,1
NScolL-S,20230411,1
NScolL-S,20230608,1
NScolL-S,20230609,1
NScolL-S,20230610,1
NScolL-S,20230612,1
NScolL-S,20230613,1
NScolL-S,20230614,1
NScolL-S,20230615,1
NScolL-S,20230616,1
NScolL-S,20230617,1
NScolL-S,20230619,1
NScolL-S,20230620,1
NScolL-S,20230621,1
NScolL-S,20230622,1
NScolL-S,20230623,1
NScolL-S,20230624,1
NScolL-S,20230626,1
NScolL-S,20230627,1
NScolL-S,20230628,1
NScolL-S,20230629,1
NScolL-S,20230630,1
NScolL-S,20230701,1
NScolL-S,20230703,1
NScolL-S,20230704,1
NScolL-S,20230705,1
NScolL-S,20230706,1
NScolL-S,20230707,1
NScolL-S,20230708,1
NScolL-S,20230710,1
NScolL-S,20230711,1
NScolL-S,20230712,1
NScolL-S,20230713,1
NScolL-S,20230714,1
NScolL-S,20230715,1
NScolL-S,20230717,1
NScolL-S,20230718,1
NScolL-S,20230719,1
NScolL-S,20230720,1
NScolL-S,20230721,1
NScolL-S,20230722,1
NScolL-S,20230724,1
NScolL-S,20230725,1
NScolL-S,20230726,1
NScolL-S,20230727,1
NScolL-S,20230728,1
NScolL-S,20230729,1
NScolL-S,20230731,1
NScolL-S,20230801,1
NScolL-S,20230802,1
NScolL-S,20230803,1
NScolL-S,20230804,1
NScolL-S,20230805,1
NScolL-S,20230807,1
NScolL-S,20230808,1
NScolL-S,20230809,1
NScolL-S,20230810,1
NScolL-S,20230811,1
NScolL-S,20230812,1
NScolL-S,20230814,1
NScolL-S,20230816,1
NScolL-S,20230817,1
NScolL-S,20230818,1
NScolL-S,20230819,1
NScolL-S,20230821,1
NScolL-S,20230822,1
NScolL-S,20230823,1
NScolL-S,20230824,1
NScolL-S,20230825,1
NScolL-S,20230826,1
NScolL-S,20230828,1
NScolL-S,20230829,1
NScolL-S,20230830,1
NScolL-S,20230831,1
NScolL-S,20230901,1
NScolL-S,20230902,1
NScolL-S,20230904,1
NScolL-S,20230905,1
NScolL-S,20230906,1
NScolL-S,20230907,1
NScolL-S,20230908,1
NScolL-S,20230909,1
NScolL-S,20230911,1
NScolL-S,20230912,1
NScolL-S,20230913,1
NScolL-S,20230914,1
NScolL-S,20230915,1
NScolL-S,20230916,1
NScolL-S,20231102,1
NScolL-S,20231227,1
NScolL-S,20231228,1
NScolL-S,20231229,1
NScolL-S,20231230,1
NScolL-S_SCMOD,20230406,1
NScolL-S_SCMOD,20230407,1
NScolL-S_SCMOD,20230408,1
NScolL-S_SCMOD,20230411,1
NScolL-S_SCMOD,20230608,1
NScolL-S_SCMOD,20230609,1
NScolL-S_SCMOD,20230610,1
NScolL-S_SCMOD,20230612,1
NScolL-S_SCMOD,20230613,1
NScolL-S_SCMOD,20230614,1
NScolL-S_SCMOD,20230615,1
NScolL-S_SCMOD,20230616,1
NScolL-S_SCMOD,20230617,1
NScolL-S_SCMOD,20230619,1
NScolL-S_SCMOD,20230620,1
NScolL-S_SCMOD,20230621,1
NScolL-S_SCMOD,20230622,1
NScolL-S_SCMOD,20230623,1
NScolL-S_SCMOD,20230624,1
NScolL-S_SCMOD,20230626,1
NScolL-S_SCMOD,20230627,1
NScolL-S_SCMOD,20230628,1
NScolL-S_SCMOD,20230629,1
NScolL-S_SCMOD,20230630,1
NScolL-S_SCMOD,20230701,1
NScolL-S_SCMOD,20230703,1
NScolL-S_SCMOD,20230704,1
NScolL-S_SCMOD,20230705,1
NScolL-S_SCMOD,20230706,1
NScolL-S_SCMOD,20230707,1
NScolL-S_SCMOD,20230708,1
NScolL-S_SCMOD,20230710,1
NScolL-S_SCMOD,20230711,1
NScolL-S_SCMOD,20230712,1
NScolL-S_SCMOD,20230713,1
NScolL-S_SCMOD,20230714,1
NScolL-S_SCMOD,20230715,1
NScolL-S_SCMOD,20230717,1
NScolL-S_SCMOD,20230718,1
NScolL-S_SCMOD,20230719,1
NScolL-S_SCMOD,20230720,1
NScolL-S_SCMOD,20230721,1
NScolL-S_SCMOD,20230722,1
NScolL-S_SCMOD,20230724,1
NScolL-S_SCMOD,20230725,1
NScolL-S_SCMOD,20230726,1
NScolL-S_SCMOD,20230727,1
NScolL-S_SCMOD,20230728,1
NScolL-S_SCMOD,20230729,1
NScolL-S_SCMOD,20230731,1
NScolL-S_SCMOD,20230801,1
NScolL-S_SCMOD,20230802,1
NScolL-S_SCMOD,20230803,1
NScolL-S_SCMOD,20230804,1
NScolL-S_SCMOD,20230805,1
NScolL-S_SCMOD,20230807,1
NScolL-S_SCMOD,20230808,1
NScolL-S_SCMOD,20230809,1
NScolL-S_SCMOD,20230810,1
NScolL-S_SCMOD,20230811,1
NScolL-S_SCMOD,20230812,1
NScolL-S_SCMOD,20230814,1
NScolL-S_SCMOD,20230816,1
NScolL-S_SCMOD,20230817,1
NScolL-S_SCMOD,20230818,1
NScolL-S_SCMOD,20230819,1
NScolL-S_SCMOD,20230821,1
NScolL-S_SCMOD,20230822,1
NScolL-S_SCMOD,20230823,1
NScolL-S_SCMOD,20230824,1
NScolL-S_SCMOD,20230825,1
NScolL-S_SCMOD,20230826,1
NScolL-S_SCMOD,20230828,1
NScolL-S_SCMOD,20230829,1
NScolL-S_SCMOD,20230830,1
NScolL-S_SCMOD,20230831,1
NScolL-S_SCMOD,20230901,1
NScolL-S_SCMOD,20230902,1
NScolL-S_SCMOD,20230904,1
NScolL-S_SCMOD,20230905,1
NScolL-S_SCMOD,20230906,1
NScolL-S_SCMOD,20230907,1
NScolL-S_SCMOD,20230908,1
NScolL-S_SCMOD,20230909,1
NScolL-S_SCMOD,20230911,1
NScolL-S_SCMOD,20230912,1
