stop_id,stop_name,stop_lat,stop_lon
1233,Croce di Monchio,44.399449779895072,10.641675327438078
1231,Ca' De Villa,44.404443645937036,10.646863484213128
1228,La Curva,44.414049404013802,10.638742757941253
1223,Saltino poste,44.423422654081222,10.644908995536468
1216,Serravalle bv,44.42535755515614,10.980654350699293
1215,Fornace,44.434357204438406,10.988082626720011
1213,La Torre,44.444010129903894,10.985896751778009
1212,Torre scuole,44.445426263663677,10.976921571448507
1211,Ponte Borlengo,44.451244555417674,10.984558371553204
1209,Villa Torreggiani,44.459565451627391,11.005543330267768
1208,Garofano bv,44.458262612004852,11.002833906579935
1207,Zocca bv 1,44.46432493166683,11.012871899580514
1205,Vignola Centro,44.479181115051325,11.008679997765324
1203,Formica,44.471258633562073,11.009200208147236
1201,Campiglio bv,44.469703242022824,11.021832284823756
12,Rimembranze ex Questura,44.641547357195776,10.925808884423688
1199,Casa Bighini,44.474962616685389,11.02984720063618
1198,Osteria Vecchia,44.426897137130425,10.847461761688702
2814,Fogna,44.338591071171358,11.000146539685575
942,Caselle,44.830947294189158,10.952791781917353
940,Rovereto Industriale est,44.822763752792746,10.950719250530618
938,Benzi bv,44.833268636710898,10.953388902757878
937,Lugli scuole,44.829352609117102,10.947070560282908
936,Rovereto Industriale ovest,44.825136955126652,10.946169627978511
934,Bottega Guerzoni,44.822212713028136,10.946083856324719
932,Ponticelli,44.816584508513117,10.931349788579862
930,San Marino,44.808257698260661,10.913696562625592
922,Cacciatori trattoria,44.797058681236798,10.922821336572822
921,San Marino bv,44.800412556193898,10.902639128961056
920,Cibeno,44.795912557577225,10.895537531414819
918,Cibeno farmacia,44.791081287653078,10.892648663533976
914,Ghiacciaia,44.707142927042874,11.017308436981537
912,Casa Sasso,44.700080393087546,11.011963743922937
910,Villavara,44.690384057479292,11.00689538325517
894,Metano,44.684274866722276,11.003113274129058
892,Albareto bv,44.676880399911454,10.998177465985751
890,Navicello,44.669014542413684,10.993416016347975
1975,Fontanaluccia bv,44.274432549447319,10.528384090230817
1974,Ravarino,44.724060470509002,11.098585230138211
1973,Mezzuola,44.308235432236074,11.012329777249217
1972,Civico 226,44.310958250295499,11.015168743700917
1971,Casa Miro,44.312608959467475,11.013457298457409
1969,Ristorante La Trappola,44.316858567729255,11.009865872877208
1968,La Trappola,44.31879937134913,11.010082631609304
1967,Alienda,44.275287923838654,10.937185516592002
1966,Casa Zocco,44.280674984213348,10.933803527626162
1965,Bertocchi Bar,44.28403772927367,10.93086845633036
1964,Salto Chiesa,44.282767997177139,10.92608962705906
1963,Lavatoio,44.280871649198239,10.923759367527426
1962,Fucina,44.279075282092201,10.921369861853707
1961,San Martino,44.279231873274007,10.916337267699019
1959,Maglificio,44.281979321693214,10.914634506912776
1958,Casa Fabbro,44.283230051507225,10.907682040978976
1957,San Giacomo Maggiore,44.286913586490556,10.905445051987863
1956,Casolare,44.346679273441914,10.925032997831302
1955,Verica casa cantoniera,44.333756469905559,10.927921452439255
1953,Baita Panaro,44.272071972838482,10.867036744030477
1952,La Borra,44.282604358062265,10.877534106412611
1951,Il Frantoio,44.285122694920993,10.878779901339836
1943,Chiozzo,44.291881667619521,10.884924161807421
1941,Lido Panaro,44.299231322366438,10.891803368732571
1938,Ristorante Martino,44.309013425653241,10.906661666382963
1937,San Rocco,44.289233263258126,10.901308742015498
1936,Caseificio,44.288507638936167,10.896760707563255
1935,Casa Bussoli,44.291203638940367,10.895970116733448
1931,Antoniano,44.296250873048429,10.900507363281413
1929,Ponte Saburano,44.301814163305053,10.907017774929102
1927,Docciola Vecchia,44.306290289671892,10.911224842900841
1925,Ponte,44.309595722921294,10.910604936380437
1923,La Maesta,44.275858287014131,10.801707840700059
1921,Casa Bettini,44.278417657427369,10.802688337436523
1919,Ponte Prugneto,44.291418300537217,10.79923809155758
690,San Matteo 1,44.691391280773907,10.943475625292606
6891,Centro Commerciale 2000,44.658183162066955,10.891383726683832
6888,D'AVIA,44.652132115335668,10.889295217775462
6886,D'Avia bv Silone,44.65683891402896,10.889927385903052
688,Villa Zuccoli,44.698213495045643,10.947793345748387
6872,Cialdini,44.655096060262665,10.915637809637504
6871,Galaverna,44.654932785118213,10.913564011169996
6869,Nazionale per Carpi bv Bembo,44.662710787865983,10.899011094488023
6867,SAN CATALDO CIMITERO,44.66126898100984,10.906658368796128
6865,Emilia Ovest Comet,44.653523089184866,10.874269029161386
686,Monumento,44.70618759578177,10.955281454834024
6859,TRE OLMI,44.671479301580909,10.866243803029063
6857,Barchetta Tre Olmi centro,44.670130251872926,10.867815296715632
6855,Barchetta Progeo,44.667257220782957,10.872289629420244
6851,Barchetta allevamento,44.664538722885446,10.877210016370391
6849,Barchetta bv Ponte Alto nord,44.663372880701388,10.88076741530149
6847,Barchetta bv Monti,44.661143729791583,10.886560679741281
6845,Barchetta bv Anesino,44.660739449277692,10.889776642978454
6839,Barchetta asilo,44.659257065728276,10.895026045092154
6455,Vignolese la Fenice,44.605845939554413,10.967386012223461
6453,Vignolese Enel,44.608079858093753,10.963126303123406
6451,Vignolese bv Bacelliera,44.610884310500488,10.960233951054597
6449,Vignolese la Fornace,44.614417614361109,10.957882561915202
6447,Vignolese bv Barchessa,44.62036852387633,10.954187729904366
6439,Vignolese bv Saluzzo,44.627965236544675,10.946361951016982
6435,Vignolese bv Campi,44.63079608922866,10.941363333074774
6433,Vignolese Punta,44.632431237652369,10.939438496572381
6432,Vaciglio bv Nuoro,44.622232332304172,10.940976967928863
3479,Sassorosso bv,44.269949949591592,10.60446086516405
1060,Il Fiasco,44.872026953528085,11.124036121376662
1054,La Picca,44.875440689494319,11.098131883819352
1052,Case Quattro Frati,44.872282211537886,11.105397704571416
1051,Carrobbio,44.863392511077556,11.114414976316757
1050,San Biagio,44.858592677387783,11.125655608434418
1040,Ca' Bianca,44.856368727399058,11.142052196025631
1030,San Giacomo Roncole,44.861603063756164,11.060150434462038
1020,Camurana stazione,44.865338824750019,11.067625503068312
1010,Fontana maglificio,44.873922232229873,11.068376065677517
1000,Concordia,44.91365382806628,10.988011308329765
100,Bastiglia,44.726840398454343,11.000402479018611
10,MODENA  AUTOSTAZIONE,44.650810425740055,10.919418836369442
6182,Caduti in guerra giardini,44.649979061526963,10.934007843386011
6281,CUBA,44.661354594732764,10.965314954644226
6280,Cavo Argine bv Portorico,44.662497231376179,10.961165737492131
6211,Verdi ACI,44.642700076016915,10.935367333022215
6475,Lazio,44.620475680402265,10.93892685194224
6476,Le Torri,44.622648722566282,10.937663042103704
2553,Roma,44.730335848353249,10.792123870464605
2551,Casa Serena,44.51864818446667,10.76521133017205
2554,Roma,44.730312898646147,10.792438879612785
2461,Salvarola Terme,44.518737539368622,10.767000799732406
2558,Tasso,44.529588278740263,10.779008029511594
403,CARPI TERMINAL BUS,44.782057787912237,10.875390834159571
404,CARPI TERMINAL BUS,44.782002350552425,10.875477518748044
489,CARPI TERMINAL BUS,44.781938538313341,10.875526011989544
493,CARPI TERMINAL BUS,44.781883723496023,10.875574796538112
495,CARPI TERMINAL BUS,44.781820118767179,10.875610656345879
504,CARPI TERMINAL BUS,44.781747516586613,10.875646224654618
507,CARPI TERMINAL BUS,44.781692909277602,10.87568237573084
519,CARPI TERMINAL BUS,44.781556494740471,10.875766436543069
523,CARPI TERMINAL BUS,44.781501887395549,10.875802587391325
2010,Monteombraro Serre,44.376700842225652,11.009326789911634
999,Mulino,44.516292970667628,10.753300195242886
998,San Michele Basso,44.511500790683776,10.749960811488831
996,Ardinale,44.508390714798928,10.741400935813074
995,Magazzeno,44.504058370480379,10.735032370167962
994,Casa Botti,44.497917689017726,10.730938319926285
993,Superchia,44.519545013485427,10.759601201944369
992,Casa Candelli,44.496020835685613,10.726001921629692
991,Pescale,44.494401003532737,10.718797439022929
989,Pescale Enel,44.491660238493957,10.716666853121055
988,Fredda,44.487141802496083,10.710007289887061
987,Casa Sarto,44.482765042295952,10.705289464113328
2125,La Pietra,44.440870098563835,10.717063426837903
2124,Casa Bortolini,44.442116619741881,10.710188412569982
2123,Riviera,44.443469407737737,10.704610566706869
2122,Poggio Bianco,44.457586487406822,10.680258937394777
2120,Castelvecchio,44.449336409837528,10.672531811018139
2118,Casa Sartori,44.446914797444634,10.671293915093017
2116,Croce di Canneto,44.443360952123747,10.66929498998528
2115,Canneto,44.440575124519178,10.669567494260253
2114,Casa Duca,44.42055852486871,10.682074439406989
2112,Sassofosco,44.424879803899948,10.67595470609899
2110,Ponte Prignano,44.429311843121013,10.667161168421366
2100,Medolla,44.849582601114001,11.073224346027692
2082,Il Frantoio,44.431223721874879,10.6570386136957
2067,Bazzano confine,44.503012057414843,11.064143673520032
2058,Stabilimento Fabbri,44.493386825388448,10.99432642249101
2056,Bettolino scuole,44.496545736328891,10.991289611173059
2054,Bettolino,44.502347703911902,10.986392545371899
1197,Ricco,44.431286749955099,10.847135215692251
1196,La Macchia,44.441789964387112,10.848986764264124
1195,Mirandola mercato,44.892269731171041,11.065323286767105
1194,Casa Ventura,44.447335335849061,10.85344727761017
155,Ganaceto 1,44.706348129569278,10.899920211462522
1187,Barozzi scuole,44.88190252584581,11.073093758215323
1186,Mirandola ex scuole,44.882785976934045,11.070048619436049
1184,Cittanova centro,44.647618288843262,10.843813019760651
1183,Banzuola nuova,44.458557025662586,10.855951817716077
1182,Caseificio,44.466044258040682,10.86772979985818
1181,Costaglie,44.456903482329579,10.800668662148926
2835,Statale 569,44.529570296851773,10.941986033147305
1173,Fontana,44.441310742257016,10.790940749224092
1169,Ligorzano,44.436307200251441,10.794255852175317
1168,Faeto bv,44.427061748801307,10.780429796489209
1167,La Croce,44.474714110117745,10.771681492394693
1166,San Donnino di Varana,44.468684505468516,10.763980900234127
1165,Casa Marchetti,44.466900879161649,10.768126127902566
1163,Croce Di Varana,44.462905308945402,10.767439797827345
1161,Varana,44.453666578846267,10.763490914842698
1159,La Salda,44.433647507272404,10.74807491565331
1157,Serramazzoni bv,44.436999639202376,10.755500466698214
1155,Palazzina,44.441684220537972,10.762891556353523
1154,Casa Leoni,44.446650337174397,10.765441331753649
1153,Pescarola bv,44.449335225433522,10.762392806996456
1152,La Pietra 2,44.440100836980633,10.713736033305192
1151,Bar Carbonara,44.431937817759795,10.752132442479986
1150,San Pellegrinetto,44.42917842066943,10.744197699222951
115,Cortile,44.794924040523675,10.96831511495574
1149,La Borra,44.428708032732985,10.739032651487387
1148,Casa Matteazzi bv,44.428787400240971,10.728469046543053
1147,Moncerato,44.434316782529464,10.726571454495959
1146,La Pietra,44.44120248612267,10.717110863686088
1145,Casa Bortolini,44.442300138105047,10.710558195445094
2842,Casoni di Ravarino,44.724087742287942,11.056524532382635
2843,Fiumalbo Zona Artigianale,44.17752879614185,10.644673842415886
1032,MARZAGLIA N,44.638826802595766,10.806401447947763
90,GOTTARDI,44.630556657478799,10.950129844638033
3058,Spervara bv,44.28024351778766,10.581644821330833
3254,Montorso,44.308235086937195,10.84442402507689
3617,Ospitale bv,44.207707905238586,10.796987524171525
2413,Zocca periferia,44.347652033836304,10.992186846580369
2410,La Vigna,44.480492406975429,10.994477950833431
2409,Brodano,44.493634490644872,11.017125217975643
2407,Ponte ferrovia,44.489423792001183,11.014942628066294
2406,Ospedale Vignola,44.482683312487239,11.011227208497649
2405,Pievina,44.475408576590141,10.988131101562931
2404,Il Gessiere,44.478725799674386,10.997687050101222
2403,Barozzi scuola,44.477579530751399,11.005556972409689
2402,Campiglio bv,44.481532227597064,10.988024765258999
2399,Due Ponti,44.482990030616875,10.980290262221722
2398,San Pietro,44.483825549496572,10.971025354249115
2397,Ca' Molza,44.487344873210091,10.961133328700907
2395,Cellini,44.534965160538263,11.008457772367651
239,Gargallo,44.744243854093156,10.859704068074464
2387,Arginetto,44.737029830581378,10.928269329550973
2378,Soliera,44.73998606166986,10.925929873761536
2376,Sestola medie,44.22624384860714,10.774038290528125
2374,Casa Benventi,44.41067209931947,10.787066241185586
2373,La Borra,44.405301115508863,10.784529101043473
2372,Botteghino,44.397016609614916,10.774834534880101
2371,Casa Casoni Pompeano,44.404350493572522,10.777367064811596
2370,Casa Nuova Pompeano,44.391481359878689,10.769519405265196
2369,bv Casa Storto,44.390361895458888,10.760985705974502
2363,Forno,44.37936381266023,10.815386890147543
2361,La Curva,44.395536298996653,10.759960623290482
2353,Hermitage,44.4278174474371,10.790252156844389
2352,Serramazzoni,44.422432358679735,10.789195841351374
2351,Savignano Trattoria,44.482845809226205,11.034069235199672
235,San Martino,44.692379617505544,10.836461948461356
2348,Savignano sul Panaro,44.479965181007664,11.034057129256006
2844,Fiumalbo Zona Artigianale,44.177251426526233,10.645179040633652
3407,Cuneo 2,44.768517246265631,10.867774630547752
34,Bastiglia,44.726411202512857,11.000236146602473
3393,G.Cesare 2,44.776875394855523,10.896468966704298
3391,Lucrezio 1,44.776796370985444,10.894722217330532
339,Casoni di Ravarino,44.723623785737864,11.056293425007585
3389,Lucrezio 2,44.775006317251794,10.894638384362905
3385,Israelitico,44.775284025187453,10.892549473277388
3381,Alghisi 1,44.777024056589028,10.888587158438328
338,Bastiglia statale,44.726978706737512,10.993524998209441
3379,Alghisi 2,44.778696959412336,10.889766605283519
3375,Peruzzi 1,44.782266250118518,10.877495833599763
3373,Peruzzi 2,44.783174562844657,10.874264099548034
337,Casa Tosatti,44.713647503642939,11.030235314438361
336,Casa Ghelfi,44.718213696632596,11.009259006682232
335,San Clemente,44.713496059025815,11.005699558603034
334,Albareto bv dell'Acero,44.691462519436847,10.967696277989488
333,Albareto Chiesa,44.689275307832297,10.966107821509128
3328,Leopardi,44.775699004344354,10.874489812910001
332,Nonantolana bv Mar Adriatico,44.656075059079384,10.950859123916757
331,Ponte Basso,44.675713429693651,10.93261814136746
3308,Fanti 1,44.784690134302132,10.885550631108551
3306,Fanti 2,44.785759794838235,10.882374698069151
330,Castelnuovo Rangone,44.549418840490269,10.938932261075362
329,Villa Nasi,44.681886394519466,10.937555243024274
3288,Govi,44.792163003505379,10.874555098393049
3286,Serretta,44.365268973934342,10.871488919758487
328,San Matteo 1,44.691207041620082,10.943721865503228
327,Villa Zuccoli,44.698572263033597,10.948398602901023
1436,Missano,44.351609092455149,10.951769003341733
1435,Molino,44.358863355712778,10.94714105406903
1433,Missano bv,44.36123316466773,10.946491725890379
1431,Gainazzo bv,44.364011892485145,10.941388208562984
1430,Salda,44.359839633081265,10.933131320233819
1429,Ponte,44.356521183453886,10.923322518797157
1427,Samone,44.365623675485033,10.948770667883398
1426,Samone distributore,44.36422668310319,10.950443647077172
1425,Samone bv,44.369406669665302,10.961283804480376
1424,Ginevra,44.36543508134821,10.969208310298695
1423,Giostra,44.360138727435391,10.972494310514803
1421,Derna,44.357014216080039,10.978249441671728
4729,Rodiano,44.441385623258213,10.913954069467311
4730,Piano,44.452569820317017,10.939393887457353
4731,Piano,44.452745895758248,10.93909806859917
7311,Morane,44.614997837589868,10.934938189575572
7312,Morane,44.615280385949895,10.934733312412867
7313,VACIGLIO,44.612692725048554,10.938151045778501
897,Sant'Anna bv,44.608564980131007,11.016387224772078
3892,Vaglio tabaccheria,44.292872464322244,10.725429099580726
6250,Albareto bv Nonatolana,44.654536101206602,10.943971676070017
2240,Boccaccio,44.369117823556735,10.836268540152361
4901,Europa,44.684463015525644,10.856717188604826
4911,San Martino in Rio,44.733660556708116,10.785621377621407
4903,Vittorio Veneto,44.770986767071044,10.782563153910054
4905,Cappuccini,44.768746882523494,10.786487562889636
4909,Ponte San Biagio,44.748645528716573,10.789316800652008
4913,Mora,44.723813296706339,10.80443608121317
4915,Osteriola di San Martino,44.707217478482463,10.810408824171498
4917,Rubiera bv,44.698472972024376,10.820801641004071
4919,San Martino,44.692348089864744,10.836183301698147
4921,Campogalliano,44.690617392279599,10.841353313353979
4929,Cavalcatoia,44.678027550289016,10.892281754600827
4928,Cavalcatoia,44.678205627503452,10.892943656271575
4918,Gramsci,44.6924457046985,10.838508555296873
4920,Campogalliano,44.690744988367229,10.841256396719366
4914,Rubiera bv,44.698588736899715,10.820881001156954
4912,Osteriola di San Martino,44.707159889565425,10.810634254780012
4910,Mora,44.723928473982483,10.804553308733896
4908,San Martino in Rio,44.733929311188398,10.785705427529102
2758,Samone distributore,44.36395760883255,10.950384517130784
2750,Samone bv,44.369180702031855,10.96081188246386
1743,Borra alta,44.288692280955843,10.706443555462604
1741,Borra,44.295460887134283,10.71016197524032
1739,Santoncina,44.299670250139386,10.714032449167709
1738,Casa Canovi,44.30413127463332,10.72150892524348
1737,Montemolino,44.316878207441299,10.661415495678794
1736,Casa Cinqui,44.315859713872634,10.652809775486286
1735,Casa Cecchino,44.311651478323121,10.646221746038975
1733,Abetone ceramica,44.30986651448741,10.642636077381521
1731,Boccassuolo,44.28335137952584,10.614964476228842
1729,Case Rosse,44.285756145596004,10.619980924953667
1728,Macinelle,44.292951572468034,10.622372313927471
1727,Le Lame,44.299104985858172,10.631542547938622
1726,Raggiola,44.30569601942824,10.63651438589449
811,Tressano fornace,44.539189286664154,10.758392940021464
1599,Mascagni bv Toscanini,44.331802413625823,10.832820626655554
233,MATTARELLA,44.622022427659751,10.92305800080217
1595,Borelli piazza,44.337022413036998,10.833485032002237
1593,Corsini cimitero,44.330649656208628,10.840122112034949
1760,Veggia,44.549188066386712,10.765593070128112
1589,Roncole,44.324536550992335,10.672730728120301
1587,Fagiolo,44.333285621054948,10.68814413845058
1585,Casa Borelli,44.330283482360102,10.709003981902395
1583,Torre di Cadignano,44.324265871038655,10.712854947339201
1581,Campo Cardero,44.332591866180564,10.604500010756897
1580,La Verna,44.337935079063151,10.605461121224824
1577,Fontana d'Arco,44.331923102766652,10.697462012589019
578,San Felice polo Industriale,44.832853673334462,11.121887613641327
1837,Ponte Lucenta,44.47826199886596,10.670692400891749
570,San Felice stadio,44.836160806931979,11.143871386756606
568,Vallicella,44.819919366603877,11.131455668515777
566,Granai,44.813353038772334,11.131656314551039
560,Rivara,44.840673547756687,11.170407273671492
56,San Pancrazio,44.675666576587908,10.898929658841594
2201,Canavaccia,44.261035055559887,10.975615820065116
5714,Poggetto,44.275335578187054,10.999702999852188
873,Bocca dei Ravari,44.300949107598079,11.015051856329247
5712,Bozza,44.273517232136193,10.99454145727011
5713,Casa Cristina,44.274346034898279,10.998115642986495
5710,Bettolino di Montese,44.268102992848718,10.986477412692718
5711,Canovetta,44.271051227461747,10.99140074218445
5707,L'Ombrina,44.291560071523634,11.00886466148059
5709,La Croce,44.280133429304563,11.004364696842005
5706,Serra,44.293636688843534,11.015679115682303
2189,Castel D'Aiano,44.280185054896663,11.001421485291633
6743,La Carovana scuole,44.624459274000884,10.910356282607317
554,Camil,44.878175954292672,11.139911480737775
552,Ponte San Pellegrino,44.874832083228789,11.147320377327047
550,Confine,44.873083974564302,11.155053852754389
55,Ponte Alto,44.667693974894512,10.898177257908181
540,Pavignane,44.862691789801865,11.179905272950188
1838,Bora,44.481524888360134,10.675953824129184
1840,Roteglia,44.484746643197887,10.682157826952196
2940,San Faustino,44.646339856922232,10.903609158984908
2937,Euclide,44.64561213788253,10.887797249965892
2931,Aristotele,44.64395636379777,10.885032393422016
293,Ospedale San Felice,44.836883027577102,11.137521579132288
2929,Formigina bv Archimede,44.646248994551378,10.90095799352803
2928,POLO LEONARDO 1,44.645655581470614,10.89006851599969
2921,D'Avia bv Aristotele,44.64377315798513,10.88194964136129
1842,Roteglia cimitero,44.487136838032974,10.690388428767065
2918,Corassori polisportiva,44.644945947768392,10.89540478297616
2917,Vigili del Fuoco,44.644164131130054,10.899654102790004
1844,Casa Nuova,44.490407185630808,10.698720719628103
1846,Cavriana,44.496417918214597,10.715183899539213
2912,Borelle bv Corletto,44.633155771963104,10.847439738981402
1835,Villabianca,44.50639086271272,10.726068967089407
291,San Felice stadio,44.836125060877414,11.143857408906092
2909,Borelle 115,44.633686356341663,10.859673461133021
1850,Castellarano,44.511574347998135,10.732147816190064
2907,COGNENTO,44.632840721908913,10.871207558325137
1852,Villaggio,44.522643287749133,10.739535340642577
2905,Beltrami,44.634211286769293,10.872171988141901
2904,Campagna,44.637931039599017,10.876452488695657
2903,Contorno,44.635820700329461,10.870647730604459
2901,Formigina bv Cannizzaro,44.637874488114328,10.894594479900213
1856,Tressano,44.531633147601688,10.749796022901885
2898,Formigina bv Lagrange,44.639888692141653,10.895820084377259
